Order_id,Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales_Th,COGS,Profit,Profit_Th,Date,Month,Quarter,Year,Customer_Name,Product_Name,Country,qt
350,Government,CUST_ID_057,PROD_ID_005,Medium,570,3,7,"3,990.00",199.5,"3,790.50",3.79,"2,850.00",940.5,0.94,05-04-2021,Apr,Q2,2022,Jackson Hill,Carretera,USA,570
351,Government,CUST_ID_021,PROD_ID_005,Medium,"2,487.00",3,7,"17,409.00",870.45,"16,538.55",16.54,"12,435.00","4,103.55",4.1,08-08-2022,Aug,Q3,2022,Aiden Lewis,Carretera,Germany,"2,487.00"
352,Government,CUST_ID_059,PROD_ID_001,Medium,"1,384.50",5,350,"4,84,575.00",24228.75,"4,60,346.25",460.35,"3,59,970.00","1,00,376.25",100.38,24-06-2021,Jun,Q2,2022,Aiden Martin,Montana,England,"1,384.50"
353,Enterprise,CUST_ID_013,PROD_ID_001,Medium,"3,627.00",5,125,"4,53,375.00",22668.75,"4,30,706.25",430.71,"4,35,240.00","-4,533.75",-4.53,06-06-2021,Jun,Q2,2022,Logan Jackson,Montana,Germany,"3,627.00"
354,Channel Partners,CUST_ID_111,PROD_ID_001,Medium,"2,342.00",5,12,"28,104.00",1405.2,"26,698.80",26.7,"7,026.00","19,672.80",19.67,24-08-2021,Aug,Q3,2022,Logan Phillips,Montana,India,"2,342.00"
355,Government,CUST_ID_052,PROD_ID_002,Medium,"1,303.00",10,20,"26,060.00",1303,"24,757.00",24.76,"13,030.00","11,727.00",11.73,23-11-2022,Nov,Q4,2022,Charlotte Martin,Paseo,France,"1,303.00"
356,Enterprise,CUST_ID_115,PROD_ID_002,Medium,"2,992.00",10,125,"3,74,000.00",18700,"3,55,300.00",355.3,"3,59,040.00","-3,740.00",-3.74,16-05-2022,May,Q2,2022,Henry Garcia,Paseo,England,"2,992.00"
357,Enterprise,CUST_ID_051,PROD_ID_002,Medium,"2,385.00",10,125,"2,98,125.00",14906.25,"2,83,218.75",283.22,"2,86,200.00","-2,981.25",-2.98,13-01-2021,Jan,Q1,2022,Logan Phillips,Paseo,England,"2,385.00"
358,Small Business,CUST_ID_003,PROD_ID_002,Medium,"1,607.00",10,300,"4,82,100.00",24105,"4,57,995.00",458,"4,01,750.00","56,245.00",56.25,03-03-2021,Mar,Q1,2022,Noah Williams,Paseo,England,"1,607.00"
359,Government,CUST_ID_027,PROD_ID_002,Medium,"2,327.00",10,7,"16,289.00",814.45,"15,474.55",15.47,"11,635.00","3,839.55",3.84,25-03-2022,Mar,Q1,2022,Michael Hill,Paseo,England,"2,327.00"
360,Small Business,CUST_ID_116,PROD_ID_002,Medium,991,10,300,"2,97,300.00",14865,"2,82,435.00",282.44,"2,47,750.00","34,685.00",34.69,07-10-2021,Oct,Q4,2022,Amelia Phillips,Paseo,France,991
361,Government,CUST_ID_027,PROD_ID_002,Medium,602,10,350,"2,10,700.00",10535,"2,00,165.00",200.17,"1,56,520.00","43,645.00",43.65,21-11-2022,Nov,Q4,2022,Michael Hill,Paseo,England,602
362,Midmarket,CUST_ID_002,PROD_ID_002,Medium,"2,620.00",10,15,"39,300.00",1965,"37,335.00",37.34,"26,200.00","11,135.00",11.14,31-01-2021,Jan,Q1,2022,Emma Johnson,Paseo,Canada,"2,620.00"
363,Enterprise,CUST_ID_115,PROD_ID_002,Medium,861,10,125,"1,07,625.00",5381.25,"1,02,243.75",102.24,"1,03,320.00","-1,076.25",-1.08,17-07-2021,Jul,Q3,2022,Henry Garcia,Paseo,England,861
364,Government,CUST_ID_027,PROD_ID_002,Medium,"2,663.00",10,20,"53,260.00",2663,"50,597.00",50.6,"26,630.00","23,967.00",23.97,20-01-2021,Jan,Q1,2022,Michael Hill,Paseo,England,"2,663.00"
365,Midmarket,CUST_ID_135,PROD_ID_003,Medium,555,120,15,"8,325.00",416.25,"7,908.75",7.91,"5,550.00","2,358.75",2.36,03-10-2021,Oct,Q4,2022,Logan Phillips,Velo,India,555
366,Midmarket,CUST_ID_091,PROD_ID_003,Medium,"2,861.00",120,15,"42,915.00",2145.75,"40,769.25",40.77,"28,610.00","12,159.25",12.16,20-07-2022,Jul,Q3,2022,Henry Garcia,Velo,England,"2,861.00"
367,Enterprise,CUST_ID_029,PROD_ID_003,Medium,807,120,125,"1,00,875.00",5043.75,"95,831.25",95.83,"96,840.00","-1,008.75",-1.01,07-10-2022,Oct,Q4,2022,Elijah Martin,Velo,Germany,807
368,Government,CUST_ID_041,PROD_ID_003,Medium,602,120,350,"2,10,700.00",10535,"2,00,165.00",200.17,"1,56,520.00","43,645.00",43.65,23-01-2022,Jan,Q1,2022,Aiden Clark,Velo,USA,602
369,Government,CUST_ID_041,PROD_ID_003,Medium,"2,832.00",120,20,"56,640.00",2832,"53,808.00",53.81,"28,320.00","25,488.00",25.49,10-12-2021,Dec,Q4,2022,Aiden Clark,Velo,USA,"2,832.00"
370,Government,CUST_ID_054,PROD_ID_003,Medium,"1,579.00",120,20,"31,580.00",1579,"30,001.00",30,"15,790.00","14,211.00",14.21,13-11-2022,Nov,Q4,2022,Harper Wilson,Velo,Italy,"1,579.00"
371,Enterprise,CUST_ID_015,PROD_ID_003,Medium,861,120,125,"1,07,625.00",5381.25,"1,02,243.75",102.24,"1,03,320.00","-1,076.25",-1.08,27-04-2022,Apr,Q2,2022,Samuel Taylor,Velo,India,861
372,Small Business,CUST_ID_102,PROD_ID_003,Medium,"1,250.00",120,300,"3,75,000.00",18750,"3,56,250.00",356.25,"3,12,500.00","43,750.00",43.75,25-05-2022,May,Q2,2022,Harper Phillips,Velo,Italy,"1,250.00"
373,Government,CUST_ID_033,PROD_ID_004,Medium,"2,663.00",250,20,"53,260.00",2663,"50,597.00",50.6,"26,630.00","23,967.00",23.97,16-08-2022,Aug,Q3,2022,Logan Garcia,VTT,USA,"2,663.00"
374,Government,CUST_ID_033,PROD_ID_004,Medium,570,250,7,"3,990.00",199.5,"3,790.50",3.79,"2,850.00",940.5,0.94,24-10-2022,Oct,Q4,2022,Logan Garcia,VTT,USA,570
375,Government,CUST_ID_008,PROD_ID_004,Medium,"2,487.00",250,7,"17,409.00",870.45,"16,538.55",16.54,"12,435.00","4,103.55",4.1,27-03-2022,Mar,Q1,2022,Isabella Wilson,VTT,Japan,"2,487.00"
376,Government,CUST_ID_035,PROD_ID_006,Medium,"1,350.00",260,350,"4,72,500.00",23625,"4,48,875.00",448.88,"3,51,000.00","97,875.00",97.88,18-12-2022,Dec,Q4,2022,Samuel Johnson,Amarilla,England,"1,350.00"
377,Government,CUST_ID_047,PROD_ID_006,Medium,552,260,350,"1,93,200.00",9660,"1,83,540.00",183.54,"1,43,520.00","40,020.00",40.02,29-08-2021,Aug,Q3,2022,Michael Wilson,Amarilla,India,552
378,Small Business,CUST_ID_126,PROD_ID_006,Medium,"1,250.00",260,300,"3,75,000.00",18750,"3,56,250.00",356.25,"3,12,500.00","43,750.00",43.75,15-08-2022,Aug,Q3,2022,Harper Phillips,Amarilla,Italy,"1,250.00"
379,Midmarket,CUST_ID_002,PROD_ID_002,Medium,"3,801.00",10,15,"57,015.00",3420.9,"53,594.10",53.59,"38,010.00","15,584.10",15.58,19-03-2022,Mar,Q1,2022,Emma Johnson,Paseo,Canada,"3,801.00"
380,Government,CUST_ID_057,PROD_ID_005,Medium,"1,117.50",3,20,"22,350.00",1341,"21,009.00",21.01,"11,175.00","9,834.00",9.83,12-06-2021,Jun,Q2,2022,Jackson Hill,Carretera,USA,"1,117.50"
381,Midmarket,CUST_ID_090,PROD_ID_005,Medium,"2,844.00",3,15,"42,660.00",2559.6,"40,100.40",40.1,"28,440.00","11,660.40",11.66,27-07-2021,Jul,Q3,2022,Harper Martin,Carretera,Canada,"2,844.00"
382,Channel Partners,CUST_ID_077,PROD_ID_005,Medium,562,3,12,"6,744.00",404.64,"6,339.36",6.34,"1,686.00","4,653.36",4.65,23-11-2021,Nov,Q4,2022,Samuel Phillips,Carretera,Germany,562
383,Midmarket,CUST_ID_136,PROD_ID_005,Medium,"2,030.00",3,15,"30,450.00",1827,"28,623.00",28.62,"20,300.00","8,323.00",8.32,26-07-2021,Jul,Q3,2022,Charlotte Hill,Carretera,Japan,"2,030.00"
384,Government,CUST_ID_049,PROD_ID_001,Medium,980,5,350,"3,43,000.00",20580,"3,22,420.00",322.42,"2,54,800.00","67,620.00",67.62,15-07-2022,Jul,Q3,2022,Elijah Perez,Montana,USA,980
385,Government,CUST_ID_037,PROD_ID_001,Medium,"1,460.00",5,350,"5,11,000.00",30660,"4,80,340.00",480.34,"3,79,600.00","1,00,740.00",100.74,17-05-2022,May,Q2,2022,Henry Martinez,Montana,Germany,"1,460.00"
386,Channel Partners,CUST_ID_119,PROD_ID_001,Medium,"2,723.00",5,12,"32,676.00",1960.56,"30,715.44",30.72,"8,169.00","22,546.44",22.55,20-11-2022,Nov,Q4,2022,Aiden Garcia,Montana,India,"2,723.00"
387,Government,CUST_ID_052,PROD_ID_002,Medium,"1,496.00",10,350,"5,23,600.00",31416,"4,92,184.00",492.18,"3,88,960.00","1,03,224.00",103.22,01-03-2021,Mar,Q1,2022,Charlotte Martin,Paseo,France,"1,496.00"
388,Enterprise,CUST_ID_007,PROD_ID_003,Medium,952,120,125,"1,19,000.00",7140,"1,11,860.00",111.86,"1,14,240.00","-2,380.00",-2.38,11-11-2022,Nov,Q4,2022,Ethan Miller,Velo,India,952
389,Enterprise,CUST_ID_015,PROD_ID_003,Medium,"2,755.00",120,125,"3,44,375.00",20662.5,"3,23,712.50",323.71,"3,30,600.00","-6,887.50",-6.89,17-08-2021,Aug,Q3,2022,Samuel Taylor,Velo,India,"2,755.00"
390,Midmarket,CUST_ID_096,PROD_ID_003,Medium,"1,530.00",120,15,"22,950.00",1377,"21,573.00",21.57,"15,300.00","6,273.00",6.27,24-08-2022,Aug,Q3,2022,Emily Phillips,Velo,Japan,"1,530.00"
391,Government,CUST_ID_054,PROD_ID_003,Medium,"1,496.00",120,350,"5,23,600.00",31416,"4,92,184.00",492.18,"3,88,960.00","1,03,224.00",103.22,14-05-2021,May,Q2,2022,Harper Wilson,Velo,Italy,"1,496.00"
392,Government,CUST_ID_031,PROD_ID_003,Medium,"1,498.00",120,7,"10,486.00",629.16,"9,856.84",9.86,"7,490.00","2,366.84",2.37,11-01-2022,Jan,Q1,2022,Benjamin Lee,Velo,India,"1,498.00"
393,Midmarket,CUST_ID_137,PROD_ID_004,Medium,"2,844.00",250,15,"42,660.00",2559.6,"40,100.40",40.1,"28,440.00","11,660.40",11.66,21-11-2021,Nov,Q4,2022,Samuel Turner,VTT,USA,"2,844.00"
394,Government,CUST_ID_034,PROD_ID_004,Medium,"1,498.00",250,7,"10,486.00",629.16,"9,856.84",9.86,"7,490.00","2,366.84",2.37,15-03-2021,Mar,Q1,2022,Charlotte Davis,VTT,Canada,"1,498.00"
395,Enterprise,CUST_ID_138,PROD_ID_006,Medium,"1,987.50",260,125,"2,48,437.50",14906.25,"2,33,531.25",233.53,"2,38,500.00","-4,968.75",-4.97,28-06-2022,Jun,Q2,2022,Harper Martin,Amarilla,Canada,"1,987.50"
396,Government,CUST_ID_093,PROD_ID_006,Medium,"1,679.00",260,350,"5,87,650.00",35259,"5,52,391.00",552.39,"4,36,540.00","1,15,851.00",115.85,18-11-2021,Nov,Q4,2022,Jackson Hill,Amarilla,Germany,"1,679.00"
397,Midmarket,CUST_ID_026,PROD_ID_002,Medium,"2,198.00",10,15,"32,970.00",1978.2,"30,991.80",30.99,"21,980.00","9,011.80",9.01,20-10-2022,Oct,Q4,2022,Avery Turner,Paseo,Canada,"2,198.00"
398,Midmarket,CUST_ID_038,PROD_ID_002,Medium,"1,743.00",10,15,"26,145.00",1568.7,"24,576.30",24.58,"17,430.00","7,146.30",7.15,16-03-2022,Mar,Q1,2022,Amelia Wilson,Paseo,Italy,"1,743.00"
399,Midmarket,CUST_ID_026,PROD_ID_002,Medium,"1,153.00",10,15,"17,295.00",1037.7,"16,257.30",16.26,"11,530.00","4,727.30",4.73,18-11-2021,Nov,Q4,2022,Avery Turner,Paseo,Canada,"1,153.00"
400,Government,CUST_ID_028,PROD_ID_003,Medium,"1,001.00",120,20,"20,020.00",1201.2,"18,818.80",18.82,"10,010.00","8,808.80",8.81,30-11-2022,Nov,Q4,2022,Sofia Phillips,Velo,France,"1,001.00"
401,Government,CUST_ID_031,PROD_ID_003,Medium,"1,333.00",120,7,"9,331.00",559.86,"8,771.14",8.77,"6,665.00","2,106.14",2.11,17-06-2021,Jun,Q2,2022,Benjamin Lee,Velo,India,"1,333.00"
402,Midmarket,CUST_ID_139,PROD_ID_004,Medium,"1,153.00",250,15,"17,295.00",1037.7,"16,257.30",16.26,"11,530.00","4,727.30",4.73,13-10-2022,Oct,Q4,2022,Henry Garcia,VTT,England,"1,153.00"
403,Channel Partners,CUST_ID_077,PROD_ID_005,Medium,727,3,12,"8,724.00",610.68,"8,113.32",8.11,"2,181.00","5,932.32",5.93,20-08-2022,Aug,Q3,2022,Samuel Phillips,Carretera,Germany,727
404,Channel Partners,CUST_ID_036,PROD_ID_005,Medium,"1,884.00",3,12,"22,608.00",1582.56,"21,025.44",21.03,"5,652.00","15,373.44",15.37,24-04-2021,Apr,Q2,2022,Harper Anderson,Carretera,France,"1,884.00"
405,Channel Partners,CUST_ID_120,PROD_ID_001,Medium,"2,340.00",5,12,"28,080.00",1965.6,"26,114.40",26.11,"7,020.00","19,094.40",19.09,08-03-2022,Mar,Q1,2022,Emily Hill,Montana,Japan,"2,340.00"
406,Channel Partners,CUST_ID_129,PROD_ID_001,Medium,"2,342.00",5,12,"28,104.00",1967.28,"26,136.72",26.14,"7,026.00","19,110.72",19.11,25-08-2021,Aug,Q3,2022,Jackson Turner,Montana,USA,"2,342.00"
407,Midmarket,CUST_ID_140,PROD_ID_003,Medium,"1,262.00",120,15,"18,930.00",1325.1,"17,604.90",17.6,"12,620.00","4,984.90",4.98,18-04-2021,Apr,Q2,2022,Amelia Phillips,Velo,France,"1,262.00"
408,Government,CUST_ID_016,PROD_ID_003,Medium,"1,135.00",120,7,"7,945.00",556.15,"7,388.85",7.39,"5,675.00","1,713.85",1.71,08-05-2021,May,Q2,2022,Harper Davis,Velo,Japan,"1,135.00"
409,Government,CUST_ID_041,PROD_ID_003,Medium,547,120,7,"3,829.00",268.03,"3,560.97",3.56,"2,735.00",825.97,0.83,04-08-2022,Aug,Q3,2022,Aiden Clark,Velo,USA,547
410,Government,CUST_ID_016,PROD_ID_003,Medium,"1,582.00",120,7,"11,074.00",775.18,"10,298.82",10.3,"7,910.00","2,388.82",2.39,05-04-2021,Apr,Q2,2022,Harper Davis,Velo,Japan,"1,582.00"
411,Channel Partners,CUST_ID_081,PROD_ID_004,Medium,"1,738.50",250,12,"20,862.00",1460.34,"19,401.66",19.4,"5,215.50","14,186.16",14.19,25-02-2022,Feb,Q1,2022,Jackson Lewis,VTT,USA,"1,738.50"
412,Government,CUST_ID_055,PROD_ID_004,Medium,"1,582.00",250,7,"11,074.00",775.18,"10,298.82",10.3,"7,910.00","2,388.82",2.39,01-01-2022,Jan,Q1,2022,Henry Turner,VTT,India,"1,582.00"
413,Government,CUST_ID_047,PROD_ID_006,Medium,"1,135.00",260,7,"7,945.00",556.15,"7,388.85",7.39,"5,675.00","1,713.85",1.71,04-06-2021,Jun,Q2,2022,Michael Wilson,Amarilla,India,"1,135.00"
414,Government,CUST_ID_057,PROD_ID_005,Medium,"1,761.00",3,350,"6,16,350.00",43144.5,"5,73,205.50",573.21,"4,57,860.00","1,15,345.50",115.35,03-05-2022,May,Q2,2022,Jackson Hill,Carretera,USA,"1,761.00"
415,Small Business,CUST_ID_141,PROD_ID_005,Medium,448,3,300,"1,34,400.00",9408,"1,24,992.00",124.99,"1,12,000.00","12,992.00",12.99,14-08-2022,Aug,Q3,2022,Jackson Hill,Carretera,Germany,448
416,Small Business,CUST_ID_141,PROD_ID_005,Medium,"2,181.00",3,300,"6,54,300.00",45801,"6,08,499.00",608.5,"5,45,250.00","63,249.00",63.25,24-07-2021,Jul,Q3,2022,Jackson Hill,Carretera,Germany,"2,181.00"
417,Government,CUST_ID_059,PROD_ID_001,Medium,"1,976.00",5,20,"39,520.00",2766.4,"36,753.60",36.75,"19,760.00","16,993.60",16.99,24-09-2021,Sep,Q3,2022,Aiden Martin,Montana,England,"1,976.00"
418,Small Business,CUST_ID_078,PROD_ID_001,Medium,"2,181.00",5,300,"6,54,300.00",45801,"6,08,499.00",608.5,"5,45,250.00","63,249.00",63.25,26-07-2022,Jul,Q3,2022,Harper Hill,Montana,Italy,"2,181.00"
419,Small Business,CUST_ID_070,PROD_ID_002,Medium,"1,702.00",10,300,"5,10,600.00",35742,"4,74,858.00",474.86,"4,25,500.00","49,358.00",49.36,17-05-2022,May,Q2,2022,Abigail Garcia,Paseo,Italy,"1,702.00"
420,Small Business,CUST_ID_121,PROD_ID_002,Medium,448,10,300,"1,34,400.00",9408,"1,24,992.00",124.99,"1,12,000.00","12,992.00",12.99,04-06-2022,Jun,Q2,2022,Benjamin Phillips,Paseo,USA,448
421,Enterprise,CUST_ID_023,PROD_ID_002,Medium,"3,513.00",10,125,"4,39,125.00",30738.75,"4,08,386.25",408.39,"4,21,560.00","-13,173.75",-13.17,09-10-2021,Oct,Q4,2022,Sebastian Lee,Paseo,India,"3,513.00"
422,Midmarket,CUST_ID_002,PROD_ID_002,Medium,"2,101.00",10,15,"31,515.00",2206.05,"29,308.95",29.31,"21,010.00","8,298.95",8.3,28-04-2021,Apr,Q2,2022,Emma Johnson,Paseo,Canada,"2,101.00"
423,Government,CUST_ID_052,PROD_ID_002,Medium,"1,535.00",10,20,"30,700.00",2149,"28,551.00",28.55,"15,350.00","13,201.00",13.2,06-03-2021,Mar,Q1,2022,Charlotte Martin,Paseo,France,"1,535.00"
424,Small Business,CUST_ID_061,PROD_ID_003,Medium,"1,659.00",120,300,"4,97,700.00",34839,"4,62,861.00",462.86,"4,14,750.00","48,111.00",48.11,06-11-2022,Nov,Q4,2022,Benjamin Martin,Velo,Germany,"1,659.00"
425,Government,CUST_ID_031,PROD_ID_003,Medium,609,120,20,"12,180.00",852.6,"11,327.40",11.33,"6,090.00","5,237.40",5.24,20-12-2021,Dec,Q4,2022,Benjamin Lee,Velo,India,609
426,Enterprise,CUST_ID_029,PROD_ID_003,Medium,"2,087.00",120,125,"2,60,875.00",18261.25,"2,42,613.75",242.61,"2,50,440.00","-7,826.25",-7.83,12-04-2021,Apr,Q2,2022,Elijah Martin,Velo,Germany,"2,087.00"
427,Government,CUST_ID_054,PROD_ID_003,Medium,"1,976.00",120,20,"39,520.00",2766.4,"36,753.60",36.75,"19,760.00","16,993.60",16.99,03-08-2022,Aug,Q3,2022,Harper Wilson,Velo,Italy,"1,976.00"
428,Small Business,CUST_ID_086,PROD_ID_003,Medium,"1,372.00",120,300,"4,11,600.00",28812,"3,82,788.00",382.79,"3,43,000.00","39,788.00",39.79,29-07-2021,Jul,Q3,2022,Mia Hill,Velo,Italy,"1,372.00"
429,Channel Partners,CUST_ID_142,PROD_ID_004,Medium,"3,244.50",250,12,"38,934.00",2725.38,"36,208.62",36.21,"9,733.50","26,475.12",26.48,24-09-2022,Sep,Q3,2022,Abigail Martin,VTT,Italy,"3,244.50"
430,Small Business,CUST_ID_062,PROD_ID_004,Medium,959,250,300,"2,87,700.00",20139,"2,67,561.00",267.56,"2,39,750.00","27,811.00",27.81,14-04-2022,Apr,Q2,2022,Mia Lewis,VTT,Italy,959
431,Small Business,CUST_ID_017,PROD_ID_004,Medium,"2,747.00",250,300,"8,24,100.00",57687,"7,66,413.00",766.41,"6,86,750.00","79,663.00",79.66,10-04-2021,Apr,Q2,2022,Henry Anderson,VTT,USA,"2,747.00"
432,Enterprise,CUST_ID_143,PROD_ID_006,Medium,"1,645.00",260,125,"2,05,625.00",14393.75,"1,91,231.25",191.23,"1,97,400.00","-6,168.75",-6.17,03-06-2022,Jun,Q2,2022,Aiden Garcia,Amarilla,India,"1,645.00"
433,Government,CUST_ID_065,PROD_ID_006,Medium,"2,876.00",260,350,"10,06,600.00",70462,"9,36,138.00",936.14,"7,47,760.00","1,88,378.00",188.38,30-06-2022,Jun,Q2,2022,Samuel Wilson,Amarilla,USA,"2,876.00"
434,Government,CUST_ID_047,PROD_ID_006,Medium,"1,118.00",260,20,"22,360.00",1565.2,"20,794.80",20.79,"11,180.00","9,614.80",9.61,04-12-2021,Dec,Q4,2022,Michael Wilson,Amarilla,India,"1,118.00"
435,Small Business,CUST_ID_144,PROD_ID_006,Medium,"1,372.00",260,300,"4,11,600.00",28812,"3,82,788.00",382.79,"3,43,000.00","39,788.00",39.79,20-09-2022,Sep,Q3,2022,Emily Hill,Amarilla,Japan,"1,372.00"
436,Government,CUST_ID_043,PROD_ID_001,Medium,488,5,7,"3,416.00",273.28,"3,142.72",3.14,"2,440.00",702.72,0.7,20-10-2022,Oct,Q4,2022,Sebastian Phillips,Montana,England,488
437,Government,CUST_ID_099,PROD_ID_001,Medium,"1,282.00",5,20,"25,640.00",2051.2,"23,588.80",23.59,"12,820.00","10,768.80",10.77,12-10-2021,Oct,Q4,2022,Logan Martin,Montana,England,"1,282.00"
438,Government,CUST_ID_004,PROD_ID_002,Medium,257,10,7,"1,799.00",143.92,"1,655.08",1.66,"1,285.00",370.08,0.37,21-10-2021,Oct,Q4,2022,Olivia Brown,Paseo,France,257
439,Government,CUST_ID_064,PROD_ID_006,Medium,"1,282.00",260,20,"25,640.00",2051.2,"23,588.80",23.59,"12,820.00","10,768.80",10.77,02-10-2021,Oct,Q4,2022,Charlotte Anderson,Amarilla,Japan,"1,282.00"
440,Enterprise,CUST_ID_100,PROD_ID_005,Medium,"1,540.00",3,125,"1,92,500.00",15400,"1,77,100.00",177.1,"1,84,800.00","-7,700.00",-7.7,31-05-2021,May,Q2,2022,Charlotte Garcia,Carretera,France,"1,540.00"
441,Midmarket,CUST_ID_106,PROD_ID_005,Medium,490,3,15,"7,350.00",588,"6,762.00",6.76,"4,900.00","1,862.00",1.86,06-01-2022,Jan,Q1,2022,Abigail Phillips,Carretera,Canada,490
442,Government,CUST_ID_066,PROD_ID_005,Medium,"1,362.00",3,350,"4,76,700.00",38136,"4,38,564.00",438.56,"3,54,120.00","84,444.00",84.44,26-01-2021,Jan,Q1,2022,Harper Turner,Carretera,Canada,"1,362.00"
443,Midmarket,CUST_ID_145,PROD_ID_001,Medium,"2,501.00",5,15,"37,515.00",3001.2,"34,513.80",34.51,"25,010.00","9,503.80",9.5,03-01-2022,Jan,Q1,2022,Benjamin Phillips,Montana,USA,"2,501.00"
444,Government,CUST_ID_043,PROD_ID_001,Medium,708,5,20,"14,160.00",1132.8,"13,027.20",13.03,"7,080.00","5,947.20",5.95,27-11-2021,Nov,Q4,2022,Sebastian Phillips,Montana,England,708
445,Government,CUST_ID_037,PROD_ID_001,Medium,645,5,20,"12,900.00",1032,"11,868.00",11.87,"6,450.00","5,418.00",5.42,15-08-2022,Aug,Q3,2022,Henry Martinez,Montana,Germany,645
446,Small Business,CUST_ID_078,PROD_ID_001,Medium,"1,562.00",5,300,"4,68,600.00",37488,"4,31,112.00",431.11,"3,90,500.00","40,612.00",40.61,11-07-2022,Jul,Q3,2022,Harper Hill,Montana,Italy,"1,562.00"
447,Midmarket,CUST_ID_109,PROD_ID_001,Medium,711,5,15,"10,665.00",853.2,"9,811.80",9.81,"7,110.00","2,701.80",2.7,22-06-2022,Jun,Q2,2022,Benjamin Garcia,Montana,Germany,711
448,Enterprise,CUST_ID_024,PROD_ID_002,Medium,"1,114.00",10,125,"1,39,250.00",11140,"1,28,110.00",128.11,"1,33,680.00","-5,570.00",-5.57,09-11-2022,Nov,Q4,2022,Elizabeth Green,Paseo,Japan,"1,114.00"
449,Government,CUST_ID_072,PROD_ID_002,Medium,"1,259.00",10,7,"8,813.00",705.04,"8,107.96",8.11,"6,295.00","1,812.96",1.81,12-07-2022,Jul,Q3,2022,Emily Hill,Paseo,Japan,"1,259.00"
450,Government,CUST_ID_072,PROD_ID_002,Medium,"1,095.00",10,7,"7,665.00",613.2,"7,051.80",7.05,"5,475.00","1,576.80",1.58,28-09-2021,Sep,Q3,2022,Emily Hill,Paseo,Japan,"1,095.00"
451,Government,CUST_ID_072,PROD_ID_002,Medium,"1,366.00",10,20,"27,320.00",2185.6,"25,134.40",25.13,"13,660.00","11,474.40",11.47,04-03-2021,Mar,Q1,2022,Emily Hill,Paseo,Japan,"1,366.00"
452,Small Business,CUST_ID_003,PROD_ID_002,Medium,"2,460.00",10,300,"7,38,000.00",59040,"6,78,960.00",678.96,"6,15,000.00","63,960.00",63.96,27-07-2021,Jul,Q3,2022,Noah Williams,Paseo,England,"2,460.00"
453,Government,CUST_ID_027,PROD_ID_002,Medium,678,10,7,"4,746.00",379.68,"4,366.32",4.37,"3,390.00",976.32,0.98,21-03-2021,Mar,Q1,2022,Michael Hill,Paseo,England,678
454,Government,CUST_ID_072,PROD_ID_002,Medium,"1,598.00",10,7,"11,186.00",894.88,"10,291.12",10.29,"7,990.00","2,301.12",2.3,06-11-2021,Nov,Q4,2022,Emily Hill,Paseo,Japan,"1,598.00"
455,Government,CUST_ID_072,PROD_ID_002,Medium,"1,934.00",10,20,"38,680.00",3094.4,"35,585.60",35.59,"19,340.00","16,245.60",16.25,02-02-2021,Feb,Q1,2022,Emily Hill,Paseo,Japan,"1,934.00"
456,Government,CUST_ID_040,PROD_ID_002,Medium,"2,993.00",10,20,"59,860.00",4788.8,"55,071.20",55.07,"29,930.00","25,141.20",25.14,12-01-2021,Jan,Q1,2022,Abigail Lewis,Paseo,Japan,"2,993.00"
457,Government,CUST_ID_040,PROD_ID_002,Medium,"1,362.00",10,350,"4,76,700.00",38136,"4,38,564.00",438.56,"3,54,120.00","84,444.00",84.44,12-09-2022,Sep,Q3,2022,Abigail Lewis,Paseo,Japan,"1,362.00"
458,Channel Partners,CUST_ID_133,PROD_ID_003,Medium,598,120,12,"7,176.00",574.08,"6,601.92",6.6,"1,794.00","4,807.92",4.81,04-05-2021,May,Q2,2022,Benjamin Garcia,Velo,Germany,598
459,Government,CUST_ID_041,PROD_ID_003,Medium,"2,907.00",120,7,"20,349.00",1627.92,"18,721.08",18.72,"14,535.00","4,186.08",4.19,17-08-2022,Aug,Q3,2022,Aiden Clark,Velo,USA,"2,907.00"
460,Government,CUST_ID_028,PROD_ID_003,Medium,"2,338.00",120,7,"16,366.00",1309.28,"15,056.72",15.06,"11,690.00","3,366.72",3.37,05-07-2021,Jul,Q3,2022,Sofia Phillips,Velo,France,"2,338.00"
461,Small Business,CUST_ID_097,PROD_ID_003,Medium,635,120,300,"1,90,500.00",15240,"1,75,260.00",175.26,"1,58,750.00","16,510.00",16.51,11-08-2021,Aug,Q3,2022,Benjamin Hill,Velo,USA,635
462,Government,CUST_ID_008,PROD_ID_004,Medium,574.5,250,350,"2,01,075.00",16086,"1,84,989.00",184.99,"1,49,370.00","35,619.00",35.62,22-02-2022,Feb,Q1,2022,Isabella Wilson,VTT,Japan,574.5
463,Government,CUST_ID_056,PROD_ID_004,Medium,"2,338.00",250,7,"16,366.00",1309.28,"15,056.72",15.06,"11,690.00","3,366.72",3.37,13-10-2022,Oct,Q4,2022,Amelia Perez,VTT,Japan,"2,338.00"
464,Government,CUST_ID_008,PROD_ID_004,Medium,381,250,350,"1,33,350.00",10668,"1,22,682.00",122.68,"99,060.00","23,622.00",23.62,20-03-2022,Mar,Q1,2022,Isabella Wilson,VTT,Japan,381
